T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17
2244,33660,11220,29172,8976,6732,20196,26928,58344,40392,,,13464,4488,,,
2766,41490,13830,35958,11064,8298,24894,33192,6553,49788,,,16596,5532,,,
29275,46947,15649,53760,51737,22462,2023,24485,42157,4046,,,44924,58550,,,
54086,26934,8978,49488,20255,31532,29233,60765,33613,58466,,,63064,42809,,,
41501,34248,11416,16609,35278,59140,46694,40471,33218,28025,,,52917,17639,,,
48883,14252,48326,47212,64806,15923,47769,63692,29061,30175,,,31846,32403,,,
40855,24558,8186,8211,32694,57202,40880,32719,16422,16397,,,49041,16347,,,
550,8250,2750,7150,2200,1650,4950,6600,14300,9900,,,3300,1100,,,
31437,14014,26459,16503,60385,28948,21481,50429,33006,42962,,,57896,62874,,,
42420,48033,16011,28556,38954,61897,54965,51499,57112,44567,,,58431,19477,,,
14538,21981,7327,58268,58152,43614,116,43730,51173,232,,,21865,29076,,,
9531,12239,47655,58540,38124,28593,20416,49009,51717,40832,,,57186,19062,,,
43381,62448,20816,41049,42798,64780,63614,63031,16735,61865,,,64197,21399,,,
52948,9864,3288,34694,15703,28118,18991,47109,4025,37982,,,56236,40533,,,
37302,36626,55784,27385,18482,46543,8903,55446,54770,17806,,,27723,9241,,,
28852,40602,13534,48261,50045,21193,63579,19409,31159,61795,,,42386,57704,,,
45001,21385,28916,62109,49278,4277,12831,17108,58855,25662,,,8554,24639,,,
11253,38069,56265,15563,45012,33759,35914,4310,31126,6465,,,2155,22506,,,
19638,33118,32827,59205,13189,58914,46016,39567,53047,26669,,,52465,39276,,,
57412,11461,25608,27363,33559,41510,59167,35314,54726,52971,,,17657,49461,,,
38610,56246,62324,44389,23714,50467,20675,5779,23415,41350,,,35571,11857,,,
62971,29483,53403,34267,55795,58187,43835,36659,3171,22307,,,51011,60579,,,
36549,25331,52019,17596,15470,44284,2126,46410,35192,4252,,,23205,7735,,,
27050,13572,4524,24835,42837,15787,47361,63148,49670,29359,,,31574,54100,,,
54664,35604,11868,57002,22567,33266,34435,2338,48641,3507,,,1169,43965,,,
12503,56819,62515,31813,50012,37509,47164,19310,63626,28965,,,9655,25006,,,
43549,64968,21656,43233,43470,65284,65126,65047,21103,64889,,,65205,21735,,,
17153,61206,20402,26900,3249,51459,23651,9747,53800,47302,,,37555,34306,,,
12230,52724,61150,28264,48920,36690,44707,16034,56528,24051,,,8017,24460,,,
60864,63241,42868,6876,47367,51866,24872,11375,13752,49744,,,38369,56365,,,
57895,18706,28023,33642,35491,42959,63514,41110,1921,61665,,,20555,50427,,,
58255,24106,29823,38322,36931,44039,1391,45430,11281,2782,,,22715,51147,,,
56252,59424,19808,12283,28919,38030,48727,21394,24566,32091,,,10697,47141,,,
30539,544,21969,4829,56793,26254,13399,39653,9658,26798,,,52508,61078,,,
15098,30381,10127,185,60392,45294,5156,50450,370,10312,,,25225,30196,,,
42728,52653,17551,32560,40186,62821,57737,55195,65120,50111,,,60279,20093,,,
3383,50745,16915,43979,13532,10149,30447,40596,22595,60894,,,20298,6766,,,
7141,41752,35705,27470,28564,21423,64269,20329,54940,63175,,,42846,14282,,,
14919,27696,9232,63221,59676,44757,3545,48302,61079,7090,,,24151,29838,,,
11224,37634,56120,15186,44896,33672,35653,3962,30372,5943,,,1981,22448,,,
14534,21921,7307,58216,58136,43602,80,43682,51069,160,,,21841,29068,,,
8827,1679,44135,49388,35308,26481,14080,40561,33413,28160,,,52962,17654,,,
50203,34052,54926,64372,4723,19883,59649,14169,63381,53935,,,39766,35043,,,
11723,45119,58615,21673,46892,35169,40144,9950,43346,14925,,,4975,23446,,,
36995,32021,54249,23394,17254,45622,6140,51762,46788,12280,,,25881,8627,,,
40183,14478,4826,64838,30006,55186,34832,24655,64313,4301,,,45009,15003,,,
13004,64334,65020,38326,52016,39012,51673,25322,11289,37983,,,12661,26008,,,
999,14985,4995,12987,3996,2997,8991,11988,25974,17982,,,5994,1998,,,
45098,22840,29401,63370,49666,4568,13704,18272,61377,27408,,,9136,24833,,,
28325,32697,10899,41410,47937,19612,58836,13085,17457,52309,,,39224,56650,,,
17612,2728,22697,32867,5085,52836,27782,15255,371,55564,,,40309,35224,,,
27651,22587,7529,32648,45241,17590,52770,4997,65296,40177,,,35180,55302,,,
29714,53532,17844,59467,53493,23779,5974,29753,53571,11948,,,47558,59428,,,
624,9360,3120,8112,2496,1872,5616,7488,16224,11232,,,3744,1248,,,
44461,13285,26216,55089,47118,2657,7971,10628,44815,15942,,,5314,23559,,,
46939,50455,38606,21940,57030,10091,30273,40364,43880,60546,,,20182,28515,,,
25526,56075,62267,5023,36741,11215,33645,44860,10046,1927,,,22430,51052,,,
47892,64750,43371,34329,60842,12950,38850,51800,3295,12337,,,25900,30421,,,
62528,22838,51188,28508,54023,56858,39848,31343,57016,14333,,,48353,59693,,,
23944,32345,54357,49820,30413,6469,19407,25876,34277,38814,,,12938,47888,,,
30912,6139,23834,9678,58285,27373,16756,44129,19356,33512,,,54746,61824,,,
15383,34656,11552,3890,61532,46149,7721,53870,7780,15442,,,26935,30766,,,
27525,20697,6899,31010,44737,17212,51636,3485,62020,37909,,,34424,55050,,,
7538,47707,37690,32631,30152,22614,2479,25093,65262,4958,,,45228,15076,,,
19428,29968,31777,56475,12349,58284,44126,37047,47587,22889,,,51205,38856,,,
20452,45328,36897,4424,16445,61356,53342,49335,8848,41321,,,57349,40904,,,
4587,3442,22935,59631,18348,13761,41283,55044,53899,17203,,,27522,9174,,,
22956,17525,49417,36976,26461,3505,10515,14020,8589,21030,,,7010,45912,,,
53113,12339,4113,36839,16363,28613,20476,49089,8315,40952,,,57226,40863,,,
979,14685,4895,12727,3916,2937,8811,11748,25454,17622,,,5874,1958,,,
41578,35403,11801,17610,35586,59371,47387,41395,35220,29411,,,53379,17793,,,
62435,21443,50723,27299,53651,56579,39011,30227,54598,12659,,,47795,59507,,,
7576,48277,37880,33125,30304,22728,2821,25549,887,5642,,,45456,15152,,,
26116,64925,65217,12693,39101,12985,38955,51940,25386,12547,,,25970,52232,,,
21006,53638,39667,11626,18661,63018,58328,55983,23252,51293,,,60673,42012,,,
36728,28016,52914,19923,16186,44821,3737,48558,39846,7474,,,24279,8093,,,
58554,28591,31318,42209,38127,44936,4082,49018,19055,8164,,,24509,51745,,,
43513,64428,21476,42765,43326,65176,64802,64615,20167,64241,,,64989,21663,,,
10817,31529,54085,9895,43268,32451,31990,64441,19790,63980,,,64902,21634,,,
8265,58612,41325,42082,33060,24795,9022,33817,18801,18044,,,49590,16530,,,
16654,53721,17907,20413,1253,49962,19160,3759,40826,38320,,,34561,33308,,,
55132,42624,14208,63086,24439,34670,38647,7954,60809,11931,,,3977,44901,,,
29508,50442,16814,56789,52669,23161,4120,27281,48215,8240,,,46322,59016,,,
29731,53787,17929,59688,53561,23830,6127,29957,54013,12254,,,47660,59462,,,
3616,54240,18080,47008,14464,10848,32544,43392,28653,65088,,,21696,7232,,,
48149,3242,44656,37670,61870,13721,41163,54884,9977,16963,,,27442,30935,,,
42397,47688,15896,28257,38862,61828,54758,51223,56514,44153,,,58293,19431,,,
10490,26624,52450,5644,41960,31470,29047,60517,11288,58094,,,62940,20980,,,
16076,45051,15017,12899,64304,48228,13958,62186,25798,27916,,,31093,32152,,,
18767,20053,28472,47882,9705,56301,38177,29115,30401,10991,,,47239,37534,,,
34842,65089,43484,60768,8642,39163,52126,25926,56173,38889,,,12963,4321,,,
53433,17139,5713,40999,17643,29573,23356,52929,16635,46712,,,59146,41503,,,
57299,9766,25043,25894,33107,41171,58150,33958,51788,50937,,,16979,49235,,,
18722,19378,28247,47297,9525,56166,37772,28575,29231,10181,,,46969,37444,,,
26922,11652,3884,23171,42325,15403,46209,61612,46342,27055,,,30806,53844,,,
32136,24499,29954,25590,63181,31045,27772,58817,51180,55544,,,62090,64272,,,
34718,63229,42864,59156,8146,38791,51010,24438,52949,36657,,,12219,4073,,,
31609,16594,27319,18739,61073,29464,23029,52493,37478,46058,,,58928,63218,,,
7329,44572,36645,29914,29316,21987,598,22585,59828,1196,,,43974,14658,,,
48007,1112,43946,35824,61302,13295,39885,53180,6285,14407,,,26590,30651,,,
17405,64986,21662,30176,4257,52215,25919,12771,60352,51838,,,39067,34810,,,
56582,64374,21458,16573,30239,39020,51697,25354,33146,38031,,,12677,47801,,,
23256,22025,50917,40876,27661,4405,13215,17620,16389,26430,,,8810,46512,,,
40550,19983,6661,4246,31474,56287,38135,29059,8492,10907,,,47211,15737,,,
12233,52769,61165,28303,48932,36699,44734,16070,56606,24105,,,8035,24466,,,
61392,5798,45508,13740,49479,53450,29624,17711,27480,59248,,,41537,57421,,,
20097,40003,35122,65172,15025,60291,50147,45075,64981,34931,,,55219,40194,,,
7470,46687,37350,31747,29880,22410,1867,24277,63494,3734,,,44820,14940,,,
7460,46537,37300,31617,29840,22380,1777,24157,63234,3554,,,44760,14920,,,
5700,20137,28500,8737,22800,17100,51300,3037,17474,37237,,,34200,11400,,,
22755,14510,48412,34363,25657,2902,8706,11608,3363,17412,,,5804,45510,,,
17737,4603,23322,34492,5585,53211,28907,16755,3621,57814,,,41059,35474,,,
49651,25772,52166,57196,2515,18227,54681,7545,49029,43999,,,36454,33939,,,
45297,25825,30396,594,50462,5165,15495,20660,1188,30990,,,10330,25231,,,
63349,35153,55293,39181,57307,59321,47237,41195,12999,29111,,,53279,61335,,,
37714,42806,57844,32741,20130,47779,12611,60390,119,25222,,,30195,10065,,,
36001,17111,49279,10472,13278,42640,62557,39834,20944,59751,,,19917,6639,,,
61328,4838,45188,12908,49223,53258,29048,16943,25816,58096,,,41153,57293,,,
8833,1769,44165,49466,35332,26499,14134,40633,33569,28268,,,52998,17666,,,
51259,49892,60206,12737,8947,23051,3790,26841,25474,7580,,,46102,37155,,,
1490,22350,7450,19370,5960,4470,13410,17880,38740,26820,,,8940,2980,,,
788,11820,3940,10244,3152,2364,7092,9456,20488,14184,,,4728,1576,,,
7962,54067,39810,38143,31848,23886,6295,30181,10923,12590,,,47772,15924,,,
28689,38157,12719,46142,49393,20704,62112,17453,26921,58861,,,41408,57378,,,
16313,48606,16202,15980,65252,48939,16091,65030,31960,32182,,,32515,32626,,,
60479,57466,40943,1871,45827,50711,21407,6755,3742,42814,,,36059,55595,,,
55498,48114,16038,2481,25903,35768,41941,12346,4962,18519,,,6173,45633,,,
28561,36237,12079,44478,48881,20320,60960,15917,23593,56557,,,40640,57122,,,
59148,37501,34288,49931,40503,46718,9428,56146,34499,18856,,,28073,52933,,,
17331,63876,21292,29214,3961,51993,25253,11883,58428,50506,,,38623,34662,,,
43558,65103,21701,43350,43506,65311,65207,65155,21337,65051,,,65259,21753,,,
18737,19603,28322,47492,9585,56211,37907,28755,29621,10451,,,47059,37474,,,
29562,51252,17084,57491,52885,23323,4606,27929,49619,9212,,,46646,59124,,,
39235,258,86,52514,26214,52342,26300,13279,39665,52600,,,39321,13107,,,
42245,45408,15136,26281,38254,61372,53390,49399,52562,41417,,,57381,19127,,,
49101,17522,49416,50046,315,16577,49731,945,34729,34099,,,33154,32839,,,
13860,11811,3937,49454,55440,41580,59377,35594,33545,53391,,,17797,27720,,,
20929,52483,39282,10625,18353,62787,57635,55059,21250,49907,,,60211,41858,,,
23176,20825,50517,39836,27341,4165,12495,16660,14309,24990,,,8330,46352,,,
26470,4872,1624,17295,40517,14047,42141,56188,34590,18919,,,28094,52940,,,
17947,7753,24372,37222,6425,53841,30797,19275,9081,61594,,,42319,35894,,,
21248,57268,40877,14772,19629,63744,60506,58887,29544,55649,,,62125,42496,,,
13957,13266,4422,50715,55828,41871,60250,36758,36067,55137,,,18379,27914,,,
38001,47111,59279,36472,21278,48640,15194,63834,7581,30388,,,31917,10639,,,
21150,55798,40387,13498,19237,63450,59624,57711,26996,53885,,,61537,42300,,,
62072,15998,48908,22580,52199,55490,35744,25871,45160,6125,,,45617,58781,,,
9051,5039,45255,52300,36204,27153,16096,43249,39237,32192,,,54306,18102,,,
24264,37145,55957,53980,31693,7429,22287,29716,42597,44574,,,14858,48528,,,
21869,1220,43982,22845,22113,244,732,976,45690,1464,,,488,43738,,,
57890,18631,27998,33577,35471,42944,63469,41050,1791,61575,,,20525,50417,,,
57375,10906,25423,26882,33411,41399,58834,34870,53764,52305,,,17435,49387,,,
32098,23929,29764,25096,63029,30931,27430,58361,50192,54860,,,61862,64196,,,
28030,28272,9424,37575,46757,18727,56181,9545,9787,46999,,,37454,56060,,,
31055,8284,24549,11537,58857,27802,18043,45845,23074,36086,,,55604,62110,,,
40551,19998,6666,4259,31478,56290,38144,29071,8518,10925,,,47217,15739,,,
12409,55409,62045,30591,49636,37227,46318,18182,61182,27273,,,9091,24818,,,
27005,12897,4299,24250,42657,15652,46956,62608,48500,28549,,,31304,54010,,,
46744,47530,37631,19405,56250,9506,28518,38024,38810,57036,,,19012,28125,,,
56569,64179,21393,16404,30187,38981,51580,25198,32808,37797,,,12599,47775,,,
20968,53068,39477,11132,18509,62904,57986,55527,22264,50609,,,60445,41936,,,
30040,58422,19474,63705,54797,24757,8908,33665,62047,17816,,,49514,60080,,,
58000,20281,28548,35007,35911,43274,64459,42370,4651,63555,,,21185,50637,,,
11372,39854,56860,17110,45488,34116,36985,5738,34220,8607,,,2869,22744,,,
40582,20463,6821,4662,31602,56383,38423,29443,9324,11483,,,47403,15801,,,
17865,6523,23962,36156,6097,53595,30059,18291,6949,60118,,,41827,35730,,,
6816,36877,34080,23245,27264,20448,61344,16429,46490,57325,,,40896,13632,,,
23082,19415,50047,38614,26965,3883,11649,15532,11865,23298,,,7766,46164,,,
9926,18164,49630,63675,39704,29778,23971,53749,61987,47942,,,59556,19852,,,
47538,59440,41601,29727,59426,11888,35664,47552,59454,5965,,,23776,29713,,,
224,3360,1120,2912,896,672,2016,2688,5824,4032,,,1344,448,,,
39424,3093,1031,54971,26970,52909,28001,15547,44579,56002,,,40455,13485,,,
10146,21464,50730,1172,40584,30438,25951,56389,2344,51902,,,60876,20292,,,
20895,51973,39112,10183,18217,62685,57329,54651,20366,49295,,,60007,41790,,,
17192,61791,20597,27407,3405,51576,24002,10215,54814,48004,,,37789,34384,,,
19094,24958,30107,52133,11013,57282,41120,33039,38903,16877,,,49201,38188,,,
27031,13287,4429,24588,42761,15730,47190,62920,49176,29017,,,31460,54062,,,
51320,50807,60511,13530,9191,23234,4339,27573,27060,8678,,,46468,37277,,,
12226,52664,61130,28212,48904,36678,44671,15986,56424,23979,,,7993,24452,,,
60160,52681,39348,63087,44551,49754,18536,2927,60811,37072,,,34145,54957,,,
64717,55673,62133,56965,62779,63425,59549,57611,48567,53735,,,61487,64071,,,
17030,59361,19787,25301,2757,51090,22544,8271,50602,45088,,,36817,34060,,,
55945,54819,18273,8292,27691,37109,45964,17710,16584,26565,,,8855,46527,,,
41870,39783,13261,21406,36754,60247,50015,44899,42812,34667,,,55131,18377,,,
48464,7967,46231,41765,63130,14666,43998,58664,18167,22633,,,29332,31565,,,
32474,29569,31644,29984,64533,32059,30814,62873,59968,61628,,,64118,64948,,,
28843,40467,13489,48144,50009,21166,63498,19301,30925,61633,,,42332,57686,,,
43417,62988,20996,41517,42942,64888,63938,63463,17671,62513,,,64413,21471,,,
59284,39541,34968,51699,41047,47126,10652,57778,38035,21304,,,28889,53205,,,
41267,30738,10246,13567,34342,58438,44588,37663,27134,23813,,,51513,17171,,,
7699,50122,38495,34724,30796,23097,3928,27025,4085,7856,,,46194,15398,,,
47764,62830,42731,32665,60330,12566,37698,50264,65330,10033,,,25132,30165,,,
40000,11733,3911,62459,29274,54637,33185,22459,59555,1007,,,43911,14637,,,
46159,38755,34706,11800,53910,7751,23253,31004,23600,46506,,,15502,26955,,,
18972,23128,29497,50547,10525,56916,40022,31575,35731,14681,,,48469,37944,,,
5559,18022,27795,6904,22236,16677,50031,1345,13808,34699,,,33354,11118,,,
63302,34448,55058,38570,57119,59180,46814,40631,11777,28265,,,52997,61241,,,
29442,49452,16484,55931,52405,22963,3526,26489,46499,7052,,,45926,58884,,,
18115,10273,25212,39406,7097,54345,32309,21291,13449,64618,,,43327,36230,,,
50816,43247,57991,6978,7175,21722,65166,21525,13956,64969,,,43444,36269,,,
54248,29364,9788,51594,20903,32018,30691,62709,37825,61382,,,64036,43133,,,
4650,4387,23250,60450,18600,13950,41850,55800,55537,18337,,,27900,9300,,,
34044,53119,39494,50394,5450,36769,44944,16350,35425,24525,,,8175,2725,,,
43711,2035,22466,45339,44118,407,1221,1628,25315,2442,,,814,22059,,,
45665,31345,32236,5378,51934,6269,18807,25076,10756,37614,,,12538,25967,,,
62754,26228,52318,31446,54927,57536,41882,34055,62892,18401,,,49709,60145,,,
63720,40718,57148,44004,58791,60434,50576,45647,22645,35789,,,55505,62077,,,
37647,41801,57509,31870,19862,47578,12008,59586,63740,24016,,,29793,9931,,,
24209,36320,55682,53265,31473,7264,21792,29056,41167,43584,,,14528,48418,,,
12189,52109,60945,27731,48756,36567,44338,15542,55462,23313,,,7771,24378,,,
53648,20364,6788,43794,18503,30218,25291,55509,22225,50582,,,60436,41933,,,
29776,54462,18154,60273,53741,23965,6532,30497,55183,13064,,,47930,59552,,,
11536,42314,57680,19242,46144,34608,38461,7706,38484,11559,,,3853,23072,,,
4083,61245,20415,53079,16332,12249,36747,48996,40795,8131,,,24498,8166,,,
64978,59588,63438,60358,63823,64208,61898,60743,55353,58433,,,63053,64593,,,
62966,29408,53378,34202,55775,58172,43790,36599,3041,22217,,,50981,60569,,,
35669,12131,47619,6156,11950,41644,59569,35850,12312,53775,,,17925,5975,,,
2896,43440,14480,37648,11584,8688,26064,34752,9933,52128,,,17376,5792,,,
52155,63332,64686,24385,12531,25739,11854,37593,48770,23708,,,51478,38947,,,
28460,34722,11574,43165,48477,20017,60051,14705,20967,54739,,,40034,56920,,,
41372,32313,10771,14932,34762,58753,45533,38923,29864,25703,,,52143,17381,,,
26179,507,169,13512,39353,13174,39522,52696,27024,13681,,,26348,52358,,,
32094,23869,29744,25044,63013,30919,27394,58313,50088,54788,,,61838,64188,,,
27326,17712,5904,28423,43941,16615,49845,1097,56846,34327,,,33230,54652,,,
37877,45251,58659,34860,20782,48268,14078,62346,4357,28156,,,31173,10391,,,
64689,55253,61993,56601,62667,63341,59297,57275,47839,53231,,,61319,64015,,,
12102,50804,60510,26600,48408,36306,43555,14498,53200,21747,,,7249,24204,,,
38336,52136,60954,40827,22618,49645,18209,2491,16291,36418,,,33927,11309,,,
14747,25116,8372,60985,58988,44241,1997,46238,56607,3994,,,23119,29494,,,
46315,41095,35486,13828,54534,8219,24657,32876,27656,49314,,,16438,27267,,,
46428,42790,36051,15297,54986,8558,25674,34232,30594,51348,,,17116,27493,,,
953,14295,4765,12389,3812,2859,8577,11436,24778,17154,,,5718,1906,,,
37002,32126,54284,23485,17282,45643,6203,51846,46970,12406,,,25923,8641,,,
41415,32958,10986,15491,34934,58882,45920,39439,30982,26477,,,52401,17467,,,
33747,48664,38009,46533,4262,35878,42271,12786,27703,19179,,,6393,2131,,,
56802,2311,22558,19433,31119,39680,53677,27994,38866,41991,,,13997,48241,,,
61976,14558,48428,21332,51815,55202,34880,24719,42664,4397,,,45041,58589,,,
57518,13051,26138,28741,33983,41828,60121,36586,57482,54879,,,18293,49673,,,
57266,9271,24878,25465,32975,41072,57853,33562,50930,50343,,,16781,49169,,,
12914,62984,64570,37156,51656,38742,50863,24242,8949,36363,,,12121,25828,,,
50522,38837,56521,3156,5999,20840,62520,17997,6312,59677,,,41680,35681,,,
2504,37560,12520,32552,10016,7512,22536,30048,65104,45072,,,15024,5008,,,
48526,8897,46541,42571,63378,14852,44556,59408,19779,23749,,,29704,31689,,,
43386,62523,20841,41114,42818,64795,63659,63091,16865,61955,,,64227,21409,,,
53828,23064,7688,46134,19223,30758,26911,57669,26905,53822,,,61516,42293,,,
61456,6758,45828,14572,49735,53642,30200,18479,29144,60400,,,41921,57549,,,
31361,12874,26079,15515,60081,28720,20797,49517,31030,41594,,,57440,62722,,,
29044,43482,14494,50757,50813,21769,65307,21713,36151,65251,,,43538,58088,,,
13430,5361,1787,43864,53720,40290,55507,30434,22365,45651,,,15217,26860,,,
10612,28454,53060,7230,42448,31836,30145,61981,14460,60290,,,63672,21224,,,
37548,40316,57014,30583,19466,47281,11117,58398,61166,22234,,,29199,9733,,,
6785,36412,33925,22842,27140,20355,61065,16057,45684,56767,,,40710,13570,,,
17626,2938,22767,33049,5141,52878,27908,15423,735,55816,,,40393,35252,,,
30115,59547,19849,64680,55097,24982,9583,34565,63997,19166,,,49964,60230,,,
5837,22192,29185,10518,23348,17511,52533,4681,21036,39703,,,35022,11674,,,
46867,49375,38246,21004,56742,9875,29625,39500,42008,59250,,,19750,28371,,,
12854,62084,64270,36376,51416,38562,50323,23522,7389,35283,,,11761,25708,,,
39962,11163,3721,61965,29122,54523,32843,22003,58567,323,,,43683,14561,,,
39471,3798,1266,55582,27158,53050,28424,16111,45801,56848,,,40737,13579,,,
18418,14818,26727,43345,8309,55254,35036,24927,21327,4709,,,45145,36836,,,
